index,0
"('social', 'security')",3
"('justin', 'h')",2
"('randall', 'park')",2
"('cola', 'ally')",2
"('sherry', 'cola')",2
"('min', 'sherry')",2
"('h', 'min')",2
"('how', 'big')",2
"('big', 'social')",2
"('security', 'cola')",2
"('cola', 'retiree')",2
"('retiree', 'expect')",2
"('expect', '2023')",2
"('ally', 'maki')",2
"('cocacola', 'paypal')",1
"('call', 'apple')",1
"('analyst', 'call')",1
"('biggest', 'analyst')",1
"('s', 'biggest')",1
"('wednesday', 's')",1
"('here', 'wednesday')",1
"('2023', 'here')",1
"('snap', 'robinhood')",1
"('robinhood', 'cocacola')",1
"('up', '2023')",1
"('go', 'up')",1
"('benefit', 'go')",1
"('security', 'benefit')",1
"('apple', 'snap')",1
"('dow', 's')",1
"('much', 'could')",1
"('exclusive', 'how')",1
"('dobry', 'cola')",1
"('making', 'dobry')",1
"('start', 'making')",1
"('bottler', 'start')",1
"('cocacola', 'bottler')",1
"('2023', 'cocacola')",1
"('maki', 'exclusive')",1
"('paypal', 'how')",1
"('star', 'justin')",1
"('shortcoming', 'star')",1
"('debut', 'shortcoming')",1
"('directorial', 'debut')",1
"('park', 'directorial')",1
"('2023', 'randall')",1
"('could', 'social')",1
"('world', 'cup')",1
"('how', 'much')",1
"('driver', 'safe')",1
"('police', 'also')",1
"('suspect', 'police')",1
"('armed', 'suspect')",1
"('two', 'armed')",1
"('taken', 'two')",1
"('briefly', 'taken')",1
"('safe', 'briefly')",1
"('cocacola', 'driver')",1
"('search', 'second')",1
"('share', 'cocacola')",1
"('cocacola', 'share')",1
"('chevron', 'cocacola')",1
"('gain', 'chevron')",1
"('highlighted', 'gain')",1
"('jump', 'highlighted')",1
"('130point', 'jump')",1
"('also', 'search')",1
"('second', 'stolen')",1
"('campaign', 'how')",1
"('debut', 'shortcomin')",1
"('cup', 'campaign')",1
"('s', '130point')",1
"('driven', 'world')",1
"('digitally', 'driven')",1
"('kick', 'digitally')",1
"('cocacola', 'kick')",1
"('shortcomin', 'cocacola')",1
"('feature', 'debut')",1
"('stolen', 'vehicle')",1
"('directorial', 'feature')",1
"('s', 'directorial')",1
"('park', 's')",1
"('cast', 'randall')",1
"('join', 'cast')",1
"('maki', 'join')",1
"('vehicle', 'justin')",1
"('cola', 'russia')",1
