,index,0
0,"('bank', 'america', 'announced')",2
1,"('former', 'president', 'starbucks')",2
2,"('top', '54', 'billion')",2
3,"('sitting', 'top', '54')",2
4,"('harvard', 'sitting', 'top')",2
5,"('cashless', 'harvard', 'sitting')",2
6,"('going', 'cashless', 'harvard')",2
7,"('announced', 'going', 'cashless')",2
8,"('starbucks', 'announced', 'going')",2
9,"('president', 'starbucks', 'announced')",2
10,"('ukraine', 'former', 'president')",2
11,"('biden', 'formally', 'announced')",2
12,"('assassinate', 'ukraine', 'former')",2
13,"('threatened', 'assassinate', 'ukraine')",2
14,"('biden', 'threatened', 'assassinate')",2
15,"('joe', 'biden', 'threatened')",2
16,"('term', 'joe', 'biden')",2
17,"('another', 'term', 'joe')",2
18,"('bid', 'another', 'term')",2
19,"('announced', 'bid', 'another')",2
20,"('54', 'billion', 'hedge')",2
21,"('billion', 'hedge', 'fund')",2
22,"('hedge', 'fund', 'call')",2
23,"('fund', 'call', 'endowment')",2
24,"('congressional', 'budget', 'office')",2
25,"('nonpartisan', 'congressional', 'budget')",2
26,"('the', 'nonpartisan', 'congressional')",2
27,"('billion', 'the', 'nonpartisan')",2
28,"('26', 'billion', 'the')",2
29,"('princeton', '26', 'billion')",2
30,"('billion', 'princeton', '26')",2
31,"('29', 'billion', 'princeton')",2
32,"('stanford', '29', 'billion')",2
33,"('billion', 'stanford', '29')",2
34,"('31', 'billion', 'stanford')",2
35,"('yale', '31', 'billion')",2
36,"('tax', 'yale', '31')",2
37,"('zero', 'tax', 'yale')",2
38,"('pay', 'zero', 'tax')",2
39,"('endowment', 'pay', 'zero')",2
40,"('call', 'endowment', 'pay')",2
41,"('formally', 'announced', 'bid')",2
42,"('show', 'biden', 'formally')",2
43,"('america', 'announced', 'new')",2
44,"('se', 'arrepiente', 'de')",2
45,"('recommending', 'pfizerbiontech', 'covid19')",2
46,"('longer', 'recommending', 'pfizerbiontech')",2
47,"('uk', 'longer', 'recommending')",2
48,"('the', 'uk', 'longer')",2
49,"('ucrania', 'the', 'uk')",2
50,"('invadir', 'ucrania', 'the')",2
51,"('de', 'invadir', 'ucrania')",2
52,"('arrepiente', 'de', 'invadir')",2
53,"('que', 'se', 'arrepiente')",2
54,"('commission', 'show', 'biden')",2
55,"('anuncia', 'que', 'se')",2
56,"('putin', 'anuncia', 'que')",2
57,"('vladimir', 'putin', 'anuncia')",2
58,"('rusia', 'vladimir', 'putin')",2
59,"('de', 'rusia', 'vladimir')",2
60,"('presidente', 'de', 'rusia')",2
61,"('el', 'presidente', 'de')",2
62,"('concerned', 'el', 'presidente')",2
63,"('pfizerbiontech', 'covid19', 'mrna')",2
64,"('covid19', 'mrna', 'vaccine')",2
65,"('mrna', 'vaccine', 'pregnant')",2
66,"('vaccine', 'pregnant', 'woman')",2
67,"('election', 'commission', 'show')",2
68,"('federal', 'election', 'commission')",2
69,"('filing', 'federal', 'election')",2
70,"('obscure', 'filing', 'federal')",2
71,"('an', 'obscure', 'filing')",2
72,"('kid', 'an', 'obscure')",2
73,"('rich', 'kid', 'an')",2
74,"('bailout', 'rich', 'kid')",2
75,"('plan', 'bailout', 'rich')",2
76,"('forgiveness', 'plan', 'bailout')",2
77,"('debt', 'forgiveness', 'plan')",2
78,"('student', 'debt', 'forgiveness')",2
79,"('s', 'student', 'debt')",2
80,"('biden', 's', 'student')",2
81,"('joe', 'biden', 's')",2
82,"('woman', 'joe', 'biden')",2
83,"('pregnant', 'woman', 'joe')",2
84,"('budget', 'office', 'say')",2
85,"('office', 'say', 'supersized')",2
86,"('say', 'supersized', 'staff')",2
87,"('complete', 'control', 'in')",2
88,"('student', 'debt', 'relief')",2
89,"('ballot', 'student', 'debt')",2
90,"('fake', 'ballot', 'student')",2
91,"('zone', 'fake', 'ballot')",2
92,"('flood', 'zone', 'fake')",2
93,"('arizona', 'flood', 'zone')",2
94,"('in', 'arizona', 'flood')",2
95,"('control', 'in', 'arizona')",2
96,"('2021', 'complete', 'control')",2
97,"('supersized', 'staff', 'irs')",2
98,"('6', '2021', 'complete')",2
99,"('jan', '6', '2021')",2
100,"('activated', 'jan', '6')",2
101,"('guard', 'activated', 'jan')",2
102,"('national', 'guard', 'activated')",2
103,"('the', 'national', 'guard')",2
104,"('911', 'the', 'national')",2
105,"('attack', '911', 'the')",2
106,"('debt', 'relief', 'taxable')",2
107,"('relief', 'taxable', 'internal')",2
108,"('taxable', 'internal', 'revenue')",2
109,"('internal', 'revenue', 'service')",2
110,"('work', 'pandemic', 'started')",2
111,"('vaccine', 'work', 'pandemic')",2
