,index,0
0,"('tesla',)",162
1,"('s',)",83
2,"('battery',)",49
3,"('the',)",41
4,"('new',)",36
5,"('model',)",34
6,"('company',)",33
7,"('car',)",24
8,"('musk',)",24
9,"('expert',)",23
10,"('year',)",22
11,"('elon',)",21
12,"('die',)",21
13,"('y',)",21
14,"('der',)",21
15,"('u',)",20
16,"('news',)",19
17,"('technology',)",19
18,"('cell',)",19
19,"('saving',)",17
20,"('cost',)",17
21,"('ev',)",17
22,"('stock',)",17
23,"('bigger',)",17
24,"('vehicle',)",17
25,"('von',)",14
26,"('could',)",14
27,"('electric',)",14
28,"('de',)",14
29,"('reuters',)",14
30,"('million',)",13
31,"('2030',)",13
32,"('price',)",13
33,"('den',)",13
34,"('auf',)",13
35,"('selling',)",12
36,"('thailand',)",12
37,"('behind',)",12
38,"('goal',)",12
39,"('market',)",12
40,"('20',)",12
41,"('secret',)",11
42,"('process',)",11
43,"('using',)",11
44,"('pioneering',)",11
45,"('lie',)",11
46,"('2022',)",11
47,"('drycoat',)",10
48,"('tie',)",10
49,"('microchip',)",10
50,"('halve',)",10
51,"('8',)",10
52,"('la',)",10
53,"('according',)",10
54,"('electrode',)",10
55,"('good',)",10
56,"('said',)",10
57,"('a',)",10
58,"('da',)",10
59,"('production',)",10
60,"('manufacturing',)",9
61,"('und',)",9
62,"('4680',)",9
63,"('used',)",8
64,"('starting',)",8
65,"('shanghai',)",8
66,"('sie',)",8
67,"('close',)",8
68,"('12',)",8
69,"('akan',)",8
70,"('that',)",8
71,"('nt',)",8
72,"('drycoating',)",8
73,"('louisiana',)",8
74,"('time',)",8
75,"('fur',)",8
76,"('report',)",7
77,"('point',)",7
78,"('world',)",7
79,"('big',)",7
80,"('mussen',)",7
81,"('tsla',)",7
82,"('produce',)",7
83,"('automaker',)",7
84,"('technique',)",7
85,"('e',)",7
86,"('halfway',)",6
87,"('trouble',)",6
88,"('familiar',)",6
89,"('told',)",6
90,"('first',)",6
91,"('heute',)",6
92,"('im',)",6
93,"('unproven',)",6
94,"('euro',)",6
95,"('kick',)",6
96,"('scaling',)",6
97,"('nicht',)",6
98,"('2020',)",6
99,"('in',)",6
100,"('bad',)",6
101,"('powerwall',)",6
102,"('x',)",6
103,"('energy',)",6
104,"('teslaaktie',)",6
105,"('va',)",6
106,"('one',)",6
107,"('country',)",6
108,"('september',)",6
109,"('noch',)",5
110,"('au',)",5
111,"('since',)",5
112,"('inc',)",5
113,"('upgrade',)",5
114,"('um',)",5
115,"('mobil',)",5
116,"('tuesday',)",5
117,"('storage',)",5
118,"('delivery',)",5
119,"('hold',)",5
120,"('ist',)",5
121,"('jetzt',)",5
122,"('exchange',)",5
123,"('target',)",5
124,"('en',)",5
125,"('cable',)",5
126,"('3',)",5
127,"('6',)",4
128,"('recent',)",4
129,"('this',)",4
130,"('hiring',)",4
131,"('employee',)",4
132,"('purchase',)",4
133,"('wolfe',)",4
134,"('komplett',)",4
135,"('2014',)",4
136,"('demand',)",4
137,"('it',)",4
138,"('asia',)",4
139,"('eine',)",4
140,"('effort',)",4
141,"('upgraded',)",4
142,"('via',)",4
143,"('t',)",4
144,"('southeast',)",4
145,"('semi',)",4
146,"('share',)",4
147,"('manusia',)",4
148,"('well',)",4
149,"('job',)",4
150,"('consumer',)",4
151,"('kekuatan',)",4
152,"('pemrosesan',)",4
153,"('yang',)",4
154,"('kuat',)",4
155,"('decision',)",4
156,"('bei',)",4
157,"('location',)",4
158,"('dalam',)",4
159,"('tahun',)",4
160,"('service',)",4
161,"('beberapa',)",4
162,"('expand',)",4
163,"('et',)",4
164,"('per',)",4
165,"('would',)",4
166,"('by',)",4
167,"('2019',)",4
168,"('fabrica',)",4
169,"('opening',)",4
170,"('ceo',)",4
171,"('braila',)",4
172,"('dan',)",4
173,"('home',)",4
174,"('einem',)",4
175,"('mit',)",4
176,"('hat',)",4
177,"('manager',)",4
178,"('ark',)",4
179,"('lebih',)",4
180,"('sich',)",4
181,"('vanarama',)",4
182,"('mehr',)",3
183,"('norihiko',)",3
184,"('chinamade',)",3
185,"('program',)",3
186,"('su',)",3
187,"('ramping',)",3
188,"('rating',)",3
189,"('si',)",3
190,"('shirouzu',)",3
191,"('paul',)",3
192,"('eautos',)",3
193,"('lienert',)",3
194,"('millionen',)",3
195,"('ticker',)",3
196,"('ceremony',)",3
197,"('doch',)",3
198,"('tax',)",3
199,"('credit',)",3
200,"('koji',)",3
201,"('boost',)",3
202,"('auch',)",3
203,"('attend',)",3
204,"('yong',)",3
205,"('europe',)",3
206,"('ying',)",3
207,"('research',)",3
208,"('mayor',)",3
209,"('wie',)",3
210,"('photo',)",3
211,"('drive',)",3
212,"('protection',)",3
213,"('sur',)",3
214,"('level',)",3
215,"('le',)",3
216,"('ifa',)",3
217,"('aktuell',)",3
218,"('blackout',)",3
219,"('dem',)",3
220,"('2',)",3
221,"('increase',)",3
222,"('premarket',)",3
223,"('shareholder',)",3
224,"('image',)",3
225,"('getty',)",3
226,"('patrick',)",3
227,"('number',)",3
228,"('trading',)",3
229,"('type',)",3
230,"('among',)",3
231,"('wurde',)",3
232,"('another',)",3
233,"('zu',)",3
234,"('also',)",3
235,"('reach',)",3
236,"('1',)",3
237,"('several',)",3
238,"('2033',)",3
239,"('plan',)",3
240,"('jahr',)",3
241,"('business',)",3
242,"('part',)",3
243,"('musste',)",3
244,"('giant',)",3
245,"('na',)",3
246,"('vergleich',)",3
247,"('past',)",3
248,"('unit',)",3
249,"('trillion',)",3
250,"('nach',)",3
251,"('welt',)",3
252,"('sept',)",3
253,"('aktien',)",3
254,"('he',)",3
255,"('technician',)",3
256,"('lesen',)",3
257,"('sind',)",3
258,"('average',)",3
259,"('factory',)",3
260,"('wir',)",3
261,"('wichtig',)",3
262,"('launch',)",3
263,"('week',)",3
264,"('able',)",3
265,"('2021',)",3
266,"('largest',)",3
267,"('anleger',)",3
268,"('clothing',)",3
269,"('union',)",3
270,"('7',)",3
271,"('expanded',)",3
272,"('manufacturer',)",3
273,"('eu',)",3
274,"('birlikte',)",3
275,"('however',)",3
276,"('board',)",3
277,"('stop',)",3
278,"('tech',)",3
279,"('hier',)",3
280,"('gigafactory',)",3
281,"('website',)",3
282,"('construi',)",3
283,"('kostenlos',)",3
284,"('pentru',)",3
285,"('lawsuit',)",3
286,"('echipamente',)",3
287,"('meyle',)",3
288,"('monday',)",3
289,"('public',)",3
290,"('sale',)",3
291,"('act',)",3
292,"('oder',)",3
293,"('zum',)",3
