index,0
"('joe', 'biden', 'threatened')",1
"('fake', 'sham', 'designed')",1
"('monkeypox', 'complete', 'fake')",1
"('away', 'monkeypox', 'complete')",1
"('go', 'away', 'monkeypox')",1
"('cancer', 'go', 'away')",1
"('and', 'cancer', 'go')",1
"('cancer', 'and', 'cancer')",1
"('get', 'cancer', 'and')",1
"('alkaline', 'get', 'cancer')",1
"('ph', 'alkaline', 'get')",1
"('s', 'ph', 'alkaline')",1
"('body', 's', 'ph')",1
"('if', 'body', 's')",1
"('forgiveness', 'if', 'body')",1
"('loan', 'forgiveness', 'if')",1
"('program', 'loan', 'forgiveness')",1
"('complete', 'fake', 'sham')",1
"('sham', 'designed', 'force')",1
"('paycheck', 'protection', 'program')",1
"('designed', 'force', 'lockdown')",1
"('planned', '2019', 'simulation')",1
"('pandemic', 'planned', '2019')",1
"('covid19', 'pandemic', 'planned')",1
"('the', 'covid19', 'pandemic')",1
"('guest', 'the', 'covid19')",1
"('interview', 'guest', 'the')",1
"('speechless', 'interview', 'guest')",1
"('carlson', 'speechless', 'interview')",1
"('tucker', 'carlson', 'speechless')",1
"('show', 'tucker', 'carlson')",1
"('video', 'show', 'tucker')",1
"('shot', 'video', 'show')",1
"('mandate', 'shot', 'video')",1
"('lockdown', 'mandate', 'shot')",1
"('force', 'lockdown', 'mandate')",1
"('protection', 'program', 'loan')",1
"('20000', 'paycheck', 'protection')",1
"('simulation', 'called', 'event')",1
"('office', 'october', 'say')",1
"('trump', 'back', 'office')",1
"('donald', 'trump', 'back')",1
"('put', 'donald', 'trump')",1
"('court', 'put', 'donald')",1
"('supreme', 'court', 'put')",1
"('the', 'supreme', 'court')",1
"('miscarried', 'the', 'supreme')",1
"('trial', 'miscarried', 'the')",1
"('pfizer', 'trial', 'miscarried')",1
"('woman', 'pfizer', 'trial')",1
"('pregnant', 'woman', 'pfizer')",1
"('half', 'pregnant', 'woman')",1
"('nearly', 'half', 'pregnant')",1
"('fair', 'nearly', 'half')",1
"('book', 'fair', 'nearly')",1
"('back', 'office', 'october')",1
"('october', 'say', 'democratic')",1
"('received', '20000', 'paycheck')",1
"('say', 'democratic', 'senate')",1
"('shapiro', 'received', '20000')",1
"('ben', 'shapiro', 'received')",1
"('commentator', 'ben', 'shapiro')",1
"('political', 'commentator', 'ben')",1
"('conservative', 'political', 'commentator')",1
"('show', 'conservative', 'political')",1
"('screenshots', 'show', 'conservative')",1
"('ice', 'screenshots', 'show')",1
"('abolishing', 'ice', 'screenshots')",1
"('support', 'abolishing', 'ice')",1
"('barnes', 'support', 'abolishing')",1
"('mandela', 'barnes', 'support')",1
"('candidate', 'mandela', 'barnes')",1
"('senate', 'candidate', 'mandela')",1
"('democratic', 'senate', 'candidate')",1
"('2019', 'simulation', 'called')",1
"('called', 'event', '201')",1
"('scholastic', 'hold', 'book')",1
"('united', 'state', 'government')",1
"('representing', 'lawsuit', 'united')",1
"('trump', 'representing', 'lawsuit')",1
"('show', 'trump', 'representing')",1
"('image', 'show', 'trump')",1
"('pedophilia', 'image', 'show')",1
"('fighting', 'pedophilia', 'image')",1
"('partnered', 'fighting', 'pedophilia')",1
"('linked', 'partnered', 'fighting')",1
"('suspicious', 'linked', 'partnered')",1
"('heche', 'suspicious', 'linked')",1
"('anne', 'heche', 'suspicious')",1
"('actor', 'anne', 'heche')",1
"('rind', 'actor', 'anne')",1
"('walorski', 'rind', 'actor')",1
"('jackie', 'walorski', 'rind')",1
"('lawsuit', 'united', 'state')",1
"('state', 'government', 'related')",1
"('u', 'rep', 'jackie')",1
