,index,0
0,"('tesla', 's', 'drive')",9
1,"('inside', 'tesla', 's')",9
2,"('musk', 's', 'battery')",9
3,"('s', 'battery', 'promise')",9
4,"('keep', 'musk', 's')",8
5,"('s', 'drive', 'keep')",8
6,"('drive', 'keep', 'musk')",7
7,"('battery', 'promise', 'tesla')",7
8,"('watch', 'tesla', 'vehicle')",2
9,"('tesla', 'gesamte', 'autobranche')",2
10,"('gesamte', 'autobranche', 'uberflugeln')",2
11,"('microchip', 'tesla', 'lebih')",2
12,"('tesla', 'lebih', 'pintar')",2
13,"('pintar', 'dari', 'otak')",2
14,"('dari', 'otak', 'manusia')",2
15,"('tesla', 'vehicle', 'production')",2
16,"('lebih', 'pintar', 'dari')",2
17,"('aktien', 'tesla', 'gesamte')",2
18,"('new', 'tax', 'credit')",2
19,"('launch', 'recruitment', 'drive')",1
20,"('tesla', 'could', 'come')",1
21,"('threat', 'tesla', 'could')",1
22,"('biggest', 'threat', 'tesla')",1
23,"('the', 'biggest', 'threat')",1
24,"('bangkok', 'the', 'biggest')",1
25,"('drive', 'bangkok', 'the')",1
26,"('recruitment', 'drive', 'bangkok')",1
27,"('tesla', 'launch', 'recruitment')",1
28,"('model', 'y', 'battery')",1
29,"('wood', 'tesla', 'launch')",1
30,"('cathie', 'wood', 'tesla')",1
31,"('according', 'cathie', 'wood')",1
32,"('low', 'according', 'cathie')",1
33,"('52week', 'low', 'according')",1
34,"('to', 'keep', 'musk')",1
35,"('battery', 'promise', 'inside')",1
36,"('could', 'come', 'apple')",1
37,"('y', 'battery', 'cost')",1
38,"('apple', 'inside', 'tesla')",1
39,"('expert', 'say', 'inside')",1
40,"('5500', 'model', 'y')",1
41,"('cut', '5500', 'model')",1
42,"('could', 'cut', '5500')",1
43,"('tesla', 'could', 'cut')",1
44,"('promise', 'tesla', 'could')",1
45,"('battery', 'cost', 'expert')",1
46,"('cost', 'expert', 'say')",1
47,"('say', 'inside', 'tesla')",1
48,"('promise', 'tesla', 'inside')",1
49,"('it', '52week', 'low')",1
50,"('s', 'drive', 'to')",1
51,"('drive', 'to', 'keep')",1
52,"('elon', 'musk', 's')",1
53,"('keep', 'elon', 'musk')",1
54,"('drive', 'keep', 'elon')",1
55,"('tesla', 'inside', 'tesla')",1
56,"('come', 'apple', 'inside')",1
57,"('tesla', 'preowned', 'warranty')",1
58,"('641', 'from', 'it')",1
59,"('credit', 'coming', 'say')",1
60,"('with', 'new', 'tax')",1
61,"('buy', 'with', 'new')",1
62,"('stock', 'buy', 'with')",1
63,"('tesla', 'stock', 'buy')",1
64,"('ozellikleri', 'tesla', 'stock')",1
65,"('listesi', 'ozellikleri', 'tesla')",1
66,"('fiyat', 'listesi', 'ozellikleri')",1
67,"('x', 'fiyat', 'listesi')",1
68,"('model', 'x', 'fiyat')",1
69,"('tesla', 'model', 'x')",1
70,"('promise', 'tesla', 'model')",1
71,"('availability', 'inside', 'tesla')",1
72,"('powerwall', 'availability', 'inside')",1
73,"('increasing', 'powerwall', 'availability')",1
74,"('finally', 'increasing', 'powerwall')",1
75,"('tesla', 'finally', 'increasing')",1
76,"('hint', 'tesla', 'finally')",1
77,"('musk', 'hint', 'tesla')",1
78,"('elon', 'musk', 'hint')",1
79,"('betroffen', 'elon', 'musk')",1
80,"('sind', 'betroffen', 'elon')",1
81,"('tax', 'credit', 'coming')",1
82,"('coming', 'say', 'analyst')",1
83,"('soar', '641', 'from')",1
84,"('say', 'analyst', 'inside')",1
85,"('set', 'soar', '641')",1
86,"('stock', 'set', 'soar')",1
87,"('stocksplit', 'stock', 'set')",1
88,"('1', 'stocksplit', 'stock')",1
89,"('laune', '1', 'stocksplit')",1
90,"('gute', 'laune', '1')",1
91,"('fur', 'gute', 'laune')",1
92,"('sorgen', 'fur', 'gute')",1
93,"('china', 'sorgen', 'fur')",1
94,"('au', 'china', 'sorgen')",1
95,"('zahlen', 'au', 'china')",1
96,"('tesla', 'zahlen', 'au')",1
97,"('s', 'tesla', 'zahlen')",1
98,"('promising', 's', 'tesla')",1
99,"('technology', 'promising', 's')",1
100,"('battery', 'technology', 'promising')",1
101,"('latest', 'battery', 'technology')",1
102,"('s', 'latest', 'battery')",1
103,"('tesla', 's', 'latest')",1
104,"('promise', 'tesla', 's')",1
105,"('analyst', 'inside', 'tesla')",1
106,"('from', 'it', '52week')",1
107,"('tesla', 'sue', 'louisiana')",1
108,"('promise', 'inside', 'tesla')",1
109,"('reduction', 'act', 'wolfe')",1
110,"('y', 'foto', 'tesla')",1
111,"('model', 'y', 'foto')",1
112,"('und', 'model', 'y')",1
113,"('3', 'und', 'model')",1
114,"('model', '3', 'und')",1
115,"('tesla', 'model', '3')",1
116,"('fur', 'tesla', 'model')",1
117,"('querlenker', 'fur', 'tesla')",1
118,"('verbesserten', 'querlenker', 'fur')",1
119,"('prasentiert', 'verbesserten', 'querlenker')",1
120,"('meyle', 'prasentiert', 'verbesserten')",1
121,"('automechanikaneuheit', 'meyle', 'prasentiert')",1
122,"('quietschproblem', 'automechanikaneuheit', 'meyle')",1
123,"('tesla', 'quietschproblem', 'automechanikaneuheit')",1
124,"('losen', 'tesla', 'quietschproblem')",1
125,"('ingenieure', 'losen', 'tesla')",1
126,"('meyle', 'ingenieure', 'losen')",1
127,"('uberflugeln', 'meyle', 'ingenieure')",1
128,"('autobranche', 'uberflugeln', 'meyle')",1
129,"('say', 'aktien', 'tesla')",1
130,"('wolfe', 'say', 'aktien')",1
131,"('foto', 'tesla', 'schockiert')",1
132,"('tesla', 'schockiert', 'mit')",1
133,"('schockiert', 'mit', 'unglaublichen')",1
134,"('tesla', 'construieste', 'fabrica')",1
135,"('90', 'milioane', 'de')",1
136,"('depaseste', '90', 'milioane')",1
137,"('investitia', 'depaseste', '90')",1
138,"('romania', 'investitia', 'depaseste')",1
139,"('in', 'romania', 'investitia')",1
140,"('baterii', 'in', 'romania')",1
141,"('de', 'baterii', 'in')",1
142,"('fabrica', 'de', 'baterii')",1
143,"('construieste', 'fabrica', 'de')",1
144,"('wichtig', 'tesla', 'construieste')",1
145,"('mit', 'unglaublichen', 'news')",1
146,"('besonders', 'wichtig', 'tesla')",1
147,"('ganz', 'besonders', 'wichtig')",1
148,"('heute', 'ganz', 'besonders')",1
149,"('anleger', 'heute', 'ganz')",1
150,"('fur', 'anleger', 'heute')",1
151,"('ist', 'fur', 'anleger')",1
152,"('da', 'ist', 'fur')",1
