,index,0
0,"('tesla',)",7
1,"('s',)",5
2,"('owner',)",2
3,"('nt',)",2
4,"('until',)",2
5,"('this',)",2
6,"('happens',)",2
7,"('get',)",2
8,"('debt',)",2
9,"('new',)",1
10,"('dyer',)",1
11,"('ezra',)",1
12,"('update',)",1
13,"('spotted',)",1
14,"('semi',)",1
15,"('three',)",1
16,"('reality',)",1
17,"('report',)",1
18,"('moody',)",1
19,"('doe',)",1
20,"('want',)",1
21,"('upgraded',)",1
22,"('to',)",1
23,"('wo',)",1
24,"('together',)",1
25,"('note',)",1
26,"('software',)",1
27,"('these',)",1
28,"('plaid',)",1
29,"('totaled',)",1
30,"('service',)",1
31,"('center',)",1
32,"('employee',)",1
33,"('leaving',)",1
34,"('without',)",1
35,"('answer',)",1
36,"('going',)",1
37,"('model',)",1
38,"('great',)",1
39,"('length',)",1
40,"('elon',)",1
41,"('musk',)",1
42,"('attention',)",1
43,"('202228',)",1
44,"('official',)",1
45,"('release',)",1
46,"('upgrade',)",1
