,index,0
0,"('until', 'this', 'happens')",2
1,"('tesla', 'model', 's')",1
2,"('s', 'debt', 'wo')",1
3,"('wo', 'nt', 'get')",1
4,"('nt', 'get', 'upgraded')",1
5,"('get', 'upgraded', 'until')",1
6,"('upgraded', 'until', 'this')",1
7,"('this', 'happens', 'report')",1
8,"('happens', 'report', 'three')",1
9,"('report', 'three', 'tesla')",1
10,"('three', 'tesla', 'semi')",1
11,"('tesla', 'semi', 'spotted')",1
12,"('semi', 'spotted', 'together')",1
13,"('spotted', 'together', 'ezra')",1
14,"('together', 'ezra', 'dyer')",1
15,"('ezra', 'dyer', 'tesla')",1
16,"('dyer', 'tesla', 's')",1
17,"('tesla', 's', 'new')",1
18,"('s', 'new', 'reality')",1
19,"('new', 'reality', 'moody')",1
20,"('reality', 'moody', 's')",1
21,"('moody', 's', 'doe')",1
22,"('s', 'doe', 'nt')",1
23,"('doe', 'nt', 'want')",1
24,"('nt', 'want', 'to')",1
25,"('want', 'to', 'upgrade')",1
26,"('to', 'upgrade', 'tesla')",1
27,"('upgrade', 'tesla', 'debt')",1
28,"('tesla', 'debt', 'until')",1
29,"('debt', 'wo', 'nt')",1
30,"('tesla', 's', 'debt')",1
31,"('model', 's', 'plaid')",1
32,"('update', 'tesla', 's')",1
33,"('s', 'plaid', 'totaled')",1
34,"('plaid', 'totaled', 'service')",1
35,"('totaled', 'service', 'center')",1
36,"('service', 'center', 'employee')",1
37,"('center', 'employee', 'leaving')",1
38,"('employee', 'leaving', 'owner')",1
39,"('leaving', 'owner', 'without')",1
40,"('owner', 'without', 'answer')",1
41,"('without', 'answer', 'these')",1
42,"('answer', 'these', 'tesla')",1
43,"('these', 'tesla', 'owner')",1
44,"('tesla', 'owner', 'going')",1
45,"('owner', 'going', 'great')",1
46,"('going', 'great', 'length')",1
47,"('great', 'length', 'get')",1
48,"('length', 'get', 'elon')",1
49,"('get', 'elon', 'musk')",1
50,"('elon', 'musk', 's')",1
51,"('musk', 's', 'attention')",1
52,"('s', 'attention', '202228')",1
53,"('attention', '202228', 'official')",1
54,"('202228', 'official', 'tesla')",1
55,"('official', 'tesla', 'release')",1
56,"('tesla', 'release', 'note')",1
57,"('release', 'note', 'software')",1
58,"('note', 'software', 'update')",1
59,"('software', 'update', 'tesla')",1
60,"('debt', 'until', 'this')",1
