index,0
"('waterfueled', 'car', 'travel')",1
"('in', 'arizona', 'flood')",1
"('criminal', 'target', 'victim')",1
"('used', 'criminal', 'target')",1
"('feature', 'used', 'criminal')",1
"('location', 'feature', 'used')",1
"('precise', 'location', 'feature')",1
"('instagram', 'precise', 'location')",1
"('service', 'instagram', 'precise')",1
"('revenue', 'service', 'instagram')",1
"('internal', 'revenue', 'service')",1
"('taxable', 'internal', 'revenue')",1
"('relief', 'taxable', 'internal')",1
"('debt', 'relief', 'taxable')",1
"('student', 'debt', 'relief')",1
"('ballot', 'student', 'debt')",1
"('fake', 'ballot', 'student')",1
"('zone', 'fake', 'ballot')",1
"('flood', 'zone', 'fake')",1
"('target', 'victim', 'moderna')",1
"('victim', 'moderna', 'lawsuit')",1
"('moderna', 'lawsuit', 'pfizerbiontech')",1
"('claim', 'show', 'list')",1
"('ppp', 'loan', 'forgiven')",1
"('whose', 'ppp', 'loan')",1
"('congress', 'whose', 'ppp')",1
"('member', 'congress', 'whose')",1
"('republican', 'member', 'congress')",1
"('list', 'republican', 'member')",1
"('show', 'list', 'republican')",1
"('image', 'claim', 'show')",1
"('lawsuit', 'pfizerbiontech', 'show')",1
"('started', 'image', 'claim')",1
"('pandemic', 'started', 'image')",1
"('work', 'pandemic', 'started')",1
"('vaccine', 'work', 'pandemic')",1
"('covid19', 'vaccine', 'work')",1
"('show', 'covid19', 'vaccine')",1
"('pfizerbiontech', 'show', 'covid19')",1
"('arizona', 'flood', 'zone')",1
"('control', 'in', 'arizona')",1
"('car', 'travel', 'la')",1
"('complete', 'control', 'in')",1
"('sea', 'creature', 'unknown')",1
"('homicidal', 'sea', 'creature')",1
"('home', 'homicidal', 'sea')",1
"('also', 'home', 'homicidal')",1
"('antarctica', 'also', 'home')",1
"('beneath', 'antarctica', 'also')",1
"('exist', 'beneath', 'antarctica')",1
"('may', 'exist', 'beneath')",1
"('continent', 'may', 'exist')",1
"('another', 'continent', 'may')",1
"('anything', 'another', 'continent')",1
"('irs', 'anything', 'another')",1
"('owe', 'irs', 'anything')",1
"('tax', 'owe', 'irs')",1
"('paid', 'tax', 'owe')",1
"('american', 'paid', 'tax')",1
"('innocent', 'american', 'paid')",1
"('creature', 'unknown', 'origin')",1
"('unknown', 'origin', 'the')",1
"('origin', 'the', 'fbi')",1
"('911', 'the', 'national')",1
"('2021', 'complete', 'control')",1
"('6', '2021', 'complete')",1
"('jan', '6', '2021')",1
"('activated', 'jan', '6')",1
"('guard', 'activated', 'jan')",1
"('national', 'guard', 'activated')",1
"('the', 'national', 'guard')",1
"('attack', '911', 'the')",1
"('the', 'fbi', 'spent')",1
"('capitol', 'attack', '911')",1
"('6', 'capitol', 'attack')",1
"('jan', '6', 'capitol')",1
"('investigating', 'jan', '6')",1
"('time', 'investigating', 'jan')",1
"('spent', 'time', 'investigating')",1
"('fbi', 'spent', 'time')",1
"('loan', 'forgiven', '15')",1
"('forgiven', '15', 'billion')",1
"('15', 'billion', 'taxpayer')",1
"('billion', 'taxpayer', 'money')",1
"('protection', 'program', 'loan')",1
"('paycheck', 'protection', 'program')",1
"('20000', 'paycheck', 'protection')",1
"('received', '20000', 'paycheck')",1
"('shapiro', 'received', '20000')",1
"('ben', 'shapiro', 'received')",1
"('commentator', 'ben', 'shapiro')",1
"('political', 'commentator', 'ben')",1
"('conservative', 'political', 'commentator')",1
"('show', 'conservative', 'political')",1
"('screenshots', 'show', 'conservative')",1
"('ice', 'screenshots', 'show')",1
"('abolishing', 'ice', 'screenshots')",1
"('support', 'abolishing', 'ice')",1
"('barnes', 'support', 'abolishing')",1
"('mandela', 'barnes', 'support')",1
"('candidate', 'mandela', 'barnes')",1
"('program', 'loan', 'forgiveness')",1
"('loan', 'forgiveness', 'if')",1
"('forgiveness', 'if', 'body')",1
"('go', 'away', 'monkeypox')",1
"('force', 'lockdown', 'mandate')",1
"('designed', 'force', 'lockdown')",1
"('sham', 'designed', 'force')",1
"('fake', 'sham', 'designed')",1
"('complete', 'fake', 'sham')",1
"('monkeypox', 'complete', 'fake')",1
"('away', 'monkeypox', 'complete')",1
"('cancer', 'go', 'away')",1
"('if', 'body', 's')",1
"('and', 'cancer', 'go')",1
"('cancer', 'and', 'cancer')",1
"('get', 'cancer', 'and')",1
"('alkaline', 'get', 'cancer')",1
"('ph', 'alkaline', 'get')",1
"('s', 'ph', 'alkaline')",1
"('body', 's', 'ph')",1
"('senate', 'candidate', 'mandela')",1
"('democratic', 'senate', 'candidate')",1
"('say', 'democratic', 'senate')",1
"('teacher', 'told', 'purchase')",1
"('material', 'order', 'scholastic')",1
"('reading', 'material', 'order')",1
"('donated', 'reading', 'material')",1
"('accept', 'donated', 'reading')",1
"('book', 'accept', 'donated')",1
"('purchase', 'book', 'accept')",1
"('told', 'purchase', 'book')",1
