index,0
"('cola',)",6
"('cocacola',)",5
"('s',)",4
"('the',)",4
"('security',)",3
"('social',)",3
"('costofliving',)",2
"('benefit',)",2
"('park',)",2
"('randall',)",2
"('time',)",2
"('cast',)",2
"('speculate',)",2
"('come',)",2
"('truck',)",2
"('keep',)",2
"('automatic',)",2
"('indexing',)",2
"('debut',)",2
"('2023',)",2
"('alexandria',)",2
"('shortcoming',)",2
"('biggest',)",2
"('campaign',)",2
"('chevron',)",2
"('share',)",2
"('adjustment',)",2
"('directorial',)",2
"('behind',)",1
"('ago',)",1
"('moment',)",1
"('updated',)",1
"('am',)",1
"('2022845',)",1
"('31',)",1
"('aug',)",1
"('wed',)",1
"('published',)",1
"('paypal',)",1
"('robinhood',)",1
"('snap',)",1
"('apple',)",1
"('edt',)",1
"('justin',)",1
"('analyst',)",1
"('h',)",1
"('co',)",1
"('sale',)",1
"('production',)",1
"('stopping',)",1
"('russia',)",1
"('dobry',)",1
"('local',)",1
"('making',)",1
"('started',)",1
"('ag',)",1
"('hbc',)",1
"('coca',)",1
"('star',)",1
"('maki',)",1
"('ally',)",1
"('sherry',)",1
"('min',)",1
"('call',)",1
"('costoflivingincrease',)",1
"('wednesday',)",1
"('department',)",1
"('earlier',)",1
"('shooting',)",1
"('confirmed',)",1
"('feature',)",1
"('taken',)",1
"('briefly',)",1
"('safe',)",1
"('driver',)",1
"('said',)",1
"('police',)",1
"('a',)",1
"('kalb',)",1
"('la',)",1
"('morning',)",1
"('friday',)",1
"('average',)",1
"('industrial',)",1
"('jones',)",1
"('dow',)",1
"('momentum',)",1
"('summer',)",1
"('reported',)",1
"('here',)",1
"('dive',)",1
"('decade',)",1
"('four',)",1
"('could',)",1
"('positive',)",1
"('mean',)",1
"('inflation',)",1
"('ongoing',)",1
"('magic',)",1
"('believing',)",1
"('marketing',)",1
"('variety',)",1
"('shared',)",1
"('detail',)",1
"('per',)",1
"('2022',)",1
"('cup',)",1
"('world',)",1
"('fifa',)",1
"('around',)",1
"('launched',)",1
"('product',)",1
