,index,0
0,"('char',)",100
1,"('the',)",52
2,"('musk',)",22
3,"('s',)",19
4,"('elon',)",19
5,"('tesla',)",17
6,"('new',)",15
7,"('electric',)",14
8,"('vehicle',)",14
9,"('ring',)",13
10,"('year',)",12
11,"('2022',)",12
12,"('power',)",12
13,"('ceo',)",12
14,"('market',)",12
15,"('ev',)",11
16,"('industry',)",10
17,"('a',)",10
18,"('u',)",10
19,"('i',)",9
20,"('many',)",9
21,"('back',)",9
22,"('report',)",9
23,"('battery',)",8
24,"('billion',)",8
25,"('news',)",7
26,"('it',)",7
27,"('amazon',)",7
28,"('05',)",7
29,"('month',)",7
30,"('in',)",7
31,"('but',)",7
32,"('company',)",7
33,"('image',)",7
34,"('lord',)",6
35,"('sept',)",6
36,"('series',)",6
37,"('time',)",6
38,"('first',)",6
39,"('twitter',)",6
40,"('added',)",6
41,"('one',)",6
42,"('business',)",6
43,"('dublin',)",5
44,"('globe',)",5
45,"('going',)",5
46,"('go',)",5
47,"('newswire',)",5
48,"('offering',)",5
49,"('take',)",5
50,"('price',)",5
51,"('biggest',)",5
52,"('need',)",5
53,"('global',)",5
54,"('american',)",5
55,"('plan',)",5
56,"('auto',)",5
57,"('make',)",5
58,"('week',)",5
59,"('1',)",5
60,"('could',)",5
61,"('usd',)",5
62,"('car',)",5
63,"('show',)",5
64,"('this',)",5
65,"('thought',)",5
66,"('apple',)",5
67,"('if',)",5
68,"('cryptocurrencies',)",4
69,"('technology',)",4
70,"('sector',)",4
71,"('investor',)",4
72,"('monday',)",4
73,"('sale',)",4
74,"('act',)",4
75,"('hard',)",4
76,"('per',)",4
77,"('that',)",4
78,"('reduction',)",4
79,"('said',)",4
80,"('researchandmarketscom',)",4
81,"('stock',)",4
82,"('amid',)",4
83,"('next',)",4
84,"('clout',)",4
85,"('perhaps',)",4
86,"('comment',)",4
87,"('california',)",4
88,"('wire',)",4
89,"('opinion',)",4
90,"('pick',)",4
91,"('climate',)",4
92,"('nt',)",4
93,"('amp',)",4
94,"('getty',)",4
95,"('however',)",4
96,"('tech',)",4
97,"('two',)",4
98,"('think',)",4
99,"('dont',)",4
100,"('august',)",3
101,"('positive',)",3
102,"('solar',)",3
103,"('continues',)",3
104,"('using',)",3
105,"('b',)",3
106,"('digital',)",3
107,"('rose',)",3
108,"('already',)",3
109,"('account',)",3
110,"('supply',)",3
111,"('continuous',)",3
112,"('unit',)",3
113,"('good',)",3
114,"('motor',)",3
115,"('ford',)",3
116,"('order',)",3
117,"('on',)",3
118,"('2030',)",3
119,"('when',)",3
120,"('purpose',)",3
121,"('photo',)",3
122,"('medium',)",3
123,"('come',)",3
124,"('investment',)",3
125,"('street',)",3
126,"('see',)",3
127,"('popular',)",3
128,"('production',)",3
129,"('model',)",3
130,"('editorial',)",3
131,"('spacex',)",3
132,"('sin',)",3
133,"('president',)",3
134,"('announced',)",3
135,"('noise',)",3
136,"('industrial',)",3
137,"('20222027',)",3
138,"('autonomous',)",3
139,"('domain',)",3
140,"('cathie',)",3
141,"('revolution',)",3
142,"('automotive',)",3
143,"('china',)",3
144,"('key',)",3
145,"('group',)",3
146,"('world',)",3
147,"('20',)",3
148,"('founder',)",3
149,"('cost',)",3
150,"('energyhungry',)",3
151,"('matter',)",3
152,"('really',)",3
153,"('wood',)",3
154,"('grow',)",3
155,"('away',)",3
156,"('america',)",3
157,"('actually',)",3
158,"('out',)",3
159,"('firm',)",3
160,"('author',)",3
161,"('jrr',)",3
162,"('tolkien',)",3
163,"('life',)",3
164,"('demand',)",3
165,"('via',)",3
166,"('like',)",3
167,"('bitcoin',)",3
168,"('often',)",3
169,"('simple',)",3
170,"('disingenuous',)",3
171,"('you',)",3
172,"('ultracapacitors',)",3
173,"('according',)",3
174,"('t',)",3
175,"('would',)",3
176,"('reported',)",3
177,"('bos',)",3
178,"('battle',)",3
179,"('share',)",3
180,"('inflation',)",3
181,"('maker',)",3
182,"('face',)",3
183,"('last',)",3
184,"('owner',)",3
185,"('energy',)",3
186,"('took',)",3
187,"('learning',)",2
188,"('screenshot',)",2
189,"('fake',)",2
190,"('review',)",2
191,"('train',)",2
192,"('future',)",2
193,"('bot',)",2
194,"('buy',)",2
