,index,0
0,"('elon', 'musk')",19
1,"('electric', 'car')",6
2,"('musk', 's')",5
3,"('electric', 'vehicle')",5
4,"('ring', 'power')",5
5,"('tolkien', 'turning')",3
6,"('turning', 'grave')",3
7,"('vehicle', 'fluid')",3
8,"('musk', 'say')",3
9,"('report', '2022')",3
10,"('lord', 'ring')",3
11,"('economic', 'data')",2
12,"('keep', 'musk')",2
13,"('why', 'business')",2
14,"('inside', 'tesla')",2
15,"('drive', 'keep')",2
16,"('business', 'still')",2
17,"('stick', 'to')",2
18,"('power', 'tesla')",2
19,"('furiously', 'hiring')",2
20,"('world', 's')",2
21,"('market', 'outlook')",2
22,"('fluid', 'market')",2
23,"('still', 'furiously')",2
24,"('battery', 'promise')",2
25,"('hiring', 'even')",2
26,"('even', 'downturn')",2
27,"('downturn', 'loom')",2
28,"('united', 'state')",2
29,"('control', 'unit')",2
30,"('domain', 'control')",2
31,"('cockpit', 'domain')",2
32,"('driving', 'cockpit')",2
33,"('autonomous', 'driving')",2
34,"('china', 'autonomous')",2
35,"('market', 'report')",2
36,"('nasa', 's')",2
37,"('say', 'tolkien')",2
38,"('jeff', 'bezos')",2
39,"('amazon', 'lord')",2
40,"('state', 'electric')",2
41,"('feud', 'jeff')",2
42,"('cryptocurrency', 'event')",2
43,"('the', 'ring')",2
44,"('power', 'station')",2
45,"('go', 'planet')",2
46,"('windfall', 'go')",2
47,"('biggest', 'windfall')",2
48,"('begin', 'biggest')",2
49,"('event', 'year')",2
50,"('year', 'begin')",2
51,"('were', 'born')",2
52,"('the', 'important')",2
53,"('important', 'cryptocurrency')",2
54,"('chris', 'rock')",2
55,"('switch', 'electric')",1
56,"('dealer', 'want')",1
57,"('want', 'make')",1
58,"('going', 'feed')",1
59,"('is', 'going')",1
60,"('make', 'switch')",1
61,"('aurora', 'innovation')",1
62,"('car', 'aurora')",1
63,"('innovation', 'ceo')",1
64,"('ceo', 'hint')",1
65,"('hint', 'possible')",1
66,"('buy', 'dealer')",1
67,"('sale', 'to')",1
68,"('demon', 'is')",1
69,"('possible', 'sale')",1
70,"('dealing', 'record')",1
