,index,0
0,"('musk',)",23
1,"('s',)",19
2,"('elon',)",19
3,"('the',)",13
4,"('electric',)",11
5,"('tesla',)",9
6,"('to',)",9
7,"('market',)",9
8,"('ring',)",9
9,"('power',)",8
10,"('ev',)",8
11,"('car',)",7
12,"('how',)",7
13,"('report',)",6
14,"('new',)",6
15,"('say',)",6
16,"('china',)",5
17,"('solar',)",5
18,"('2022',)",5
19,"('in',)",5
20,"('sale',)",5
21,"('a',)",5
22,"('ceo',)",5
23,"('make',)",5
24,"('tolkien',)",5
25,"('is',)",5
26,"('vehicle',)",5
27,"('battery',)",4
28,"('you',)",4
29,"('lord',)",4
30,"('amazon',)",4
31,"('apple',)",4
32,"('business',)",4
33,"('grave',)",4
34,"('turning',)",4
35,"('ford',)",4
36,"('go',)",4
37,"('will',)",4
38,"('biggest',)",4
39,"('state',)",3
40,"('lithium',)",3
41,"('here',)",3
42,"('fluid',)",3
43,"('show',)",3
44,"('price',)",3
45,"('that',)",3
46,"('of',)",3
47,"('bezos',)",3
48,"('industry',)",3
49,"('plan',)",3
50,"('on',)",3
51,"('promise',)",3
52,"('billion',)",3
53,"('featuring',)",3
54,"('five',)",3
55,"('about',)",3
56,"('technology',)",3
57,"('why',)",3
58,"('stock',)",3
59,"('ha',)",3
60,"('year',)",3
61,"('shift',)",3
62,"('cryptocurrency',)",3
63,"('your',)",3
64,"('twitter',)",3
65,"('share',)",3
66,"('growth',)",3
67,"('united',)",3
68,"('even',)",2
69,"('crypto',)",2
70,"('hiring',)",2
71,"('america',)",2
72,"('south',)",2
73,"('these',)",2
74,"('downturn',)",2
75,"('furiously',)",2
76,"('launch',)",2
77,"('still',)",2
78,"('an',)",2
79,"('with',)",2
80,"('life',)",2
81,"('up',)",2
82,"('clout',)",2
83,"('vlog',)",2
84,"('for',)",2
85,"('it',)",2
86,"('investment',)",2
87,"('push',)",2
88,"('be',)",2
89,"('stick',)",2
90,"('jeff',)",2
91,"('this',)",2
92,"('2027',)",2
93,"('some',)",2
94,"('loom',)",2
95,"('mini',)",2
96,"('see',)",2
97,"('potential',)",2
98,"('august',)",2
99,"('20222027',)",2
100,"('male',)",2
101,"('demand',)",2
102,"('cut',)",2
103,"('climb',)",2
104,"('data',)",2
105,"('economic',)",2
106,"('after',)",2
107,"('learning',)",2
108,"('3',)",2
109,"('dcu',)",2
110,"('researchandmarketscom',)",2
111,"('14',)",2
112,"('and',)",2
113,"('unit',)",2
114,"('control',)",2
115,"('iphone',)",2
116,"('going',)",2
117,"('domain',)",2
118,"('cockpit',)",2
119,"('driving',)",2
120,"('autonomous',)",2
121,"('play',)",2
122,"('lotr',)",2
123,"('his',)",2
124,"('outlook',)",2
125,"('feud',)",2
126,"('tv',)",2
127,"('take',)",2
128,"('rise',)",2
129,"('world',)",2
130,"('came',)",2
131,"('jump',)",2
132,"('rock',)",2
133,"('chris',)",2
134,"('invited',)",2
135,"('worker',)",2
136,"('amid',)",2
137,"('from',)",2
138,"('more',)",2
139,"('watch',)",2
140,"('key',)",2
141,"('are',)",2
142,"('2',)",2
143,"('born',)",2
144,"('were',)",2
145,"('people',)",2
146,"('back',)",2
147,"('station',)",2
148,"('where',)",2
149,"('rant',)",2
150,"('get',)",2
151,"('important',)",2
152,"('former',)",2
153,"('event',)",2
154,"('begin',)",2
155,"('trump',)",2
156,"('windfall',)",2
157,"('planet',)",2
158,"('20',)",2
159,"('owner',)",2
160,"('family',)",2
161,"('artemis',)",2
162,"('automotive',)",2
163,"('could',)",2
164,"('september',)",2
165,"('inside',)",2
166,"('camera',)",2
167,"('drive',)",2
168,"('worth',)",2
169,"('now',)",2
170,"('can',)",2
171,"('nasa',)",2
172,"('forecast',)",2
173,"('keep',)",2
174,"('boulder',)",2
175,"('29886',)",1
176,"('2028',)",1
177,"('europe',)",1
178,"('aurora',)",1
179,"('import',)",1
180,"('mile',)",1
181,"('module',)",1
182,"('or',)",1
183,"('innovation',)",1
184,"('hint',)",1
185,"('possible',)",1
186,"('finding',)",1
187,"('county',)",1
188,"('microsoft',)",1
189,"('good',)",1
190,"('frontier',)",1
191,"('daily',)",1
192,"('hit',)",1
193,"('european',)",1
194,"('russia',)",1
195,"('resizing',)",1
196,"('gas',)",1
197,"('tested',)",1
198,"('sponsorship',)",1
199,"('edrive40',)",1
200,"('tdf',)",1
201,"('via',)",1
202,"('i4',)",1
203,"('retail',)",1
204,"('manchester',)",1
205,"('334',)",1
206,"('glazer',)",1
207,"('looking',)",1
208,"('aim',)",1
209,"('375b',)",1
210,"('switch',)",1
211,"('model',)",1
212,"('want',)",1
213,"('exploration',)",1
214,"('gossip',)",1
215,"('abortion',)",1
216,"('stop',)",1
217,"('help',)",1
218,"('long',)",1
219,"('rule',)",1
220,"('flexibility',)",1
221,"('odm',)",1
222,"('90',)",1
223,"('class',)",1
224,"('middle',)",1
225,"('war',)",1
226,"('comment',)",1
227,"('elite',)",1
228,"('mandate',)",1
229,"('botsbinance',)",1
230,"('cz',)",1
231,"('latest',)",1
232,"('agrees',)",1
233,"('dead',)",1
234,"('portable',)",1
235,"('track',)",1
236,"('church',)",1
237,"('colorado',)",1
238,"('dealer',)",1
239,"('buy',)",1
240,"('generate',)",1
241,"('offer',)",1
242,"('tier1',)",1
243,"('impact',)",1
244,"('buick',)",1
245,"('1200',)",1
246,"('delta',)",1
247,"('gw',)",1
248,"('tier05',)",1
249,"('tier15',)",1
250,"('access',)",1
251,"('energy',)",1
252,"('2030',)",1
253,"('mileage',)",1
254,"('ecoflow',)",1
255,"('highway',)",1
256,"('california',)",1
257,"('export',)",1
258,"('strategy',)",1
259,"('sustainability',)",1
260,"('believe',)",1
261,"('porsche',)",1
262,"('ipo',)",1
263,"('volkswagen',)",1
264,"('electrification',)",1
265,"('meitu',)",1
266,"('technological',)",1
267,"('loses',)",1
268,"('than',)",1
269,"('43m',)",1
270,"('bear',)",1
271,"('build',)",1
272,"('secondbiggest',)",1
273,"('vp',)",1
274,"('chairman',)",1
275,"('automaker',)",1
276,"('revival',)",1
277,"('dramatic',)",1
278,"('economy',)",1
279,"('asia',)",1
280,"('delong',)",1
281,"('brad',)",1
282,"('conversation',)",1
283,"('u',)",1
284,"('save',)",1
285,"('potentially',)",1
286,"('thing',)",1
287,"('only',)",1
288,"('mixed',)",1
289,"('amidst',)",1
290,"('radical',)",1
291,"('way',)",1
292,"('index',)",1
293,"('scam',)",1
294,"('chief',)",1
295,"('pwc',)",1
296,"('account',)",1
297,"('hacked',)",1
298,"('promote',)",1
299,"('xrp',)",1
300,"('next',)",1
301,"('practice',)",1
302,"('step',)",1
303,"('vendor',)",1
304,"('exxon',)",1
305,"('mobil',)",1
306,"('valvoline',)",1
307,"('g',)",1
308,"('review',)",1
309,"('raw',)",1
310,"('series',)",1
311,"('portrayed',)",1
312,"('men',)",1
313,"('blast',)",1
314,"('opinion',)",1
315,"('porn',)",1
316,"('child',)",1
317,"('230',)",1
318,"('section',)",1
319,"('repeal',)",1
320,"('against',)",1
321,"('wild',)",1
322,"('better',)",1
323,"('affirmation',)",1
324,"('positive',)",1
325,"('imx',)",1
326,"('movement',)",1
327,"('upstream',)",1
328,"('animal',)",1
329,"('challenger',)",1
330,"('srt',)",1
331,"('demon',)",1
332,"('feed',)",1
333,"('lot',)",1
334,"('homeless',)",1
335,"('mythical',)",1
336,"('office',)",1
337,"('900horsepower',)",1
338,"('lotus',)",1
339,"('eletre',)",1
340,"('caught',)",1
341,"('asx',)",1
342,"('benefit',)",1
343,"('dodge',)",1
344,"('2018',)",1
345,"('earthquake',)",1
346,"('deadly',)",1
347,"('then',)",1
348,"('lockdown',)",1
349,"('covid',)",1
350,"('wave',)",1
351,"('heat',)",1
352,"('record',)",1
353,"('dealing',)",1
354,"('province',)",1
355,"('sichuan',)",1
356,"('breathtaking',)",1
357,"('simply',)",1
358,"('turnaround',)",1
359,"('value',)",1
360,"('great',)",1
361,"('broadside',)",1
362,"('investor',)",1
363,"('songsheets',)",1
364,"('korea',)",1
365,"('youtube',)",1
366,"('channel',)",1
367,"('video',)",1
368,"('21',)",1
369,"('bitcoin',)",1
370,"('call',)",1
371,"('come',)",1
372,"('bitcoiners',)",1
373,"('fiat',)",1
374,"('delenda',)",1
375,"('est',)",1
376,"('td',)",1
377,"('ameritrade',)",1
378,"('mess',)",1
379,"('hacker',)",1
380,"('technavio',)",1
381,"('boost',)",1
382,"('lithiumion',)",1
383,"('cylindrical',)",1
384,"('factmr',)",1
385,"('robot',)",1
386,"('ai',)",1
387,"('invehicle',)",1
388,"('automobile',)",1
389,"('emerging',)",1
390,"('optimising',)",1
391,"('increasing',)",1
392,"('beneficiary',)",1
393,"('by',)",1
394,"('pegged',)",1
395,"('subsidy',)",1
396,"('python',)",1
397,"('driven',)",1
398,"('tokin',)",1
399,"('energ2',)",1
400,"('eaton',)",1
401,"('ultracapacitors',)",1
402,"('global',)",1
403,"('country',)",1
404,"('across',)",1
405,"('selfdriving',)",1
406,"('automated',)",1
407,"('100',)",1
408,"('determined',)",1
409,"('critique',)",1
410,"('escalating',)",1
411,"('pan',)",1
412,"('poll',)",1
413,"('buying',)",1
414,"('interested',)",1
415,"('gadget',)",1
416,"('mission',)",1
417,"('1',)",1
418,"('ailing',)",1
419,"('solution',)",1
420,"('throw',)",1
421,"('trend',)",1
422,"('radar',)",1
423,"('purpose',)",1
424,"('thinking',)",1
425,"('when',)",1
426,"('panasonic',)",1
427,"('among',)",1
428,"('mistake',)",1
429,"('others',)",1
430,"('cabrio',)",1
431,"('fan',)",1
432,"('not',)",1
433,"('grasp',)",1
434,"('active',)",1
435,"('multifingered',)",1
436,"('site',)",1
437,"('melbourne',)",1
438,"('undevelopable',)",1
439,"('home',)",1
440,"('ultrasustainable',)",1
441,"('legislation',)",1
442,"('winner',)",1
443,"('called',)",1
444,"('gm',)",1
445,"('beta',)",1
446,"('bashing',)",1
447,"('rivalry',)",1
448,"('stokes',)",1
449,"('production',)",1
450,"('surprise',)",1
451,"('oil',)",1
452,"('revers',)",1
453,"('jones',)",1
454,"('dow',)",1
455,"('supplier',)",1
456,"('foreign',)",1
457,"('board',)",1
458,"('debate',)",1
459,"('goal',)",1
460,"('1000',)",1
461,"('thirdrichest',)",1
462,"('adani',)",1
463,"('gautam',)",1
464,"('indian',)",1
465,"('many',)",1
466,"('deal',)",1
467,"('green',)",1
468,"('140',)",1
469,"('charger',)",1
470,"('20a',)",1
471,"('panel',)",1
472,"('foldable',)",1
473,"('rally',)",1
474,"('pennsylvania',)",1
475,"('rid',)",1
476,"('time',)",1
477,"('supporter',)",1
478,"('tell',)",1
479,"('president',)",1
480,"('sunset',)",1
481,"('sail',)",1
482,"('told',)",1
483,"('user',)",1
484,"('conflict',)",1
485,"('create',)",1
486,"('fear',)",1
487,"('blackout',)",1
488,"('topped',)",1
489,"('uk',)",1
490,"('sparking',)",1
491,"('firm',)",1
492,"('chain',)",1
493,"('forward',)",1
494,"('pay',)",1
495,"('end',)",1
496,"('would',)",1
497,"('starbucks',)",1
498,"('annoyed',)",1
499,"('they',)",1
500,"('mining',)",1
501,"('target',)",1
502,"('meet',)",1
503,"('globally',)",1
504,"('enough',)",1
505,"('we',)",1
506,"('story',)",1
507,"('legal',)",1
508,"('fine',)",1
509,"('meta',)",1
510,"('hearing',)",1
511,"('twittermusk',)",1
512,"('lawsuit',)",1
513,"('beyond',)",1
514,"('bath',)",1
515,"('bed',)",1
516,"('phone',)",1
517,"('satellite',)",1
518,"('iphone14',)",1
519,"('rare',)",1
520,"('convertible',)",1
521,"('possibly',)",1
522,"('contrarian',)",1
523,"('politico',)",1
524,"('league',)",1
525,"('champion',)",1
526,"('uefa',)",1
527,"('score',)",1
528,"('tunein',)",1
529,"('marketsandmarketstm',)",1
530,"('exclusive',)",1
531,"('70',)",1
532,"('intelligence',)",1
533,"('artificial',)",1
534,"('4',)",1
535,"('link',)",1
536,"('hackaday',)",1
537,"('wildfire',)",1
538,"('machine',)",1
539,"('using',)",1
540,"('prediction',)",1
541,"('latin',)",1
542,"('heating',)",1
543,"('race',)",1
544,"('binance',)",1
545,"('impersonating',)",1
546,"('bot',)",1
547,"('complains',)",1
548,"('recall',)",1
549,"('rivian',)",1
550,"('german',)",1
551,"('american',)",1
552,"('cutest',)",1
553,"('medium',)",1
554,"('million',)",1
555,"('complaint',)",1
556,"('expert',)",1
557,"('middleearth',)",1
558,"('noted',)",1
559,"('bid',)",1
560,"('before',)",1
561,"('started',)",1
562,"('one',)",1
563,"('open',)",1
564,"('him',)",1
565,"('know',)",1
566,"('nt',)",1
567,"('do',)",1
568,"('already',)",1
569,"('what',)",1
570,"('gaiman',)",1
571,"('neil',)",1
572,"('he',)",1
573,"('again',)",1
574,"('dogecoin',)",1
575,"('pump',)",1
576,"('air',)",1
577,"('water',)",1
578,"('pure',)",1
579,"('dream',)",1
580,"('mullen',)",1
581,"('tax',)",1
582,"('carbon',)",1
583,"('kill',)",1
584,"('ira',)",1
585,"('francisco',)",1
586,"('san',)",1
587,"('preferred',)",1
588,"('right',)",1
589,"('chanos',)",1
590,"('jim',)",1
591,"('realty',)",1
592,"('digital',)",1
593,"('fleet',)",1
594,"('refrigeration',)",1
595,"('solarpowered',)",1
596,"('trailer',)",1
597,"('1041',)",1
598,"('group',)",1
599,"('shoprite',)",1
600,"('africa',)",1
601,"('10',)",1
602,"('loading',)",1
603,"('wood',)",1
604,"('cathie',)",1
605,"('cleanenergy',)",1
606,"('ambani',)",1
607,"('block',)",1
608,"('building',)",1
609,"('gigafactories',)",1
610,"('explainer',)",1
611,"('mint',)",1
612,"('asked',)",1
613,"('loan',)",1
614,"('spare',)",1
615,"('li',)",1
616,"('did',)",1
617,"('cheaper',)",1
618,"('stuff',)",1
619,"('clean',)",1
620,"('character',)",1
621,"('depiction',)",1
622,"('over',)",1
623,"('zeekr',)",1
624,"('seres',)",1
625,"('halve',)",1
626,"('delivery',)",1
627,"('auto',)",1
628,"('notch',)",1
629,"('room',)",1
630,"('farewell',)",1
631,"('including',)",1
632,"('expect',)",1
633,"('wednesdayhere',)",1
634,"('reveal',)",1
635,"('mocked',)",1
636,"('begs',)",1
637,"('trop',)",1
638,"('increase',)",1
639,"('public',)",1
640,"('rent',)",1
641,"('teacher',)",1
642,"('caltex',)",1
